Date,Open,High,Low,Close,Volume
1980-01-02,0.5371090173721313,0.5371090173721313,0.5097659826278687,0.25512388348579407,3276800
1980-01-03,0.5097659826278687,0.515625,0.4921880066394806,0.2570786476135254,2304000
1980-01-04,0.5117189884185791,0.5117189884185791,0.5078129768371582,0.25512388348579407,384000
1980-01-07,0.5097659826278687,0.5195310115814209,0.5087890028953552,0.26001089811325073,422400
1980-01-08,0.5195310115814209,0.53125,0.5185549855232239,0.26587602496147156,1433600
1980-01-09,0.5322269797325134,0.546875,0.5322269797325134,0.2702747583389282,9241600
1980-01-10,0.5400390028953552,0.546875,0.5371090173721313,0.27369603514671326,3225600
1980-01-11,0.546875,0.546875,0.5380859971046448,0.27076372504234314,2355200
1980-01-14,0.5419920086860657,0.5488280057907104,0.5419920086860657,0.2741850018501282,627200
1980-01-15,0.5478519797325134,0.5683590173721313,0.5419920086860657,0.28151586651802063,2329600
1980-01-16,0.5625,0.5625,0.5439450144767761,0.27222952246665955,2240000
1980-01-17,0.5439450144767761,0.5439450144767761,0.5058590173721313,0.26392123103141785,7616000
1980-01-18,0.5273439884185791,0.5390629768371582,0.515625,0.26001089811325073,2611200
1980-01-21,0.5195310115814209,0.5205079913139343,0.5048829913139343,0.2531685531139374,3699200
1980-01-22,0.5058590173721313,0.5126950144767761,0.5058590173721313,0.25658977031707764,2329600
1980-01-23,0.515625,0.5253909826278687,0.515625,0.26001089811325073,5913600
1980-01-24,0.5195310115814209,0.5234379768371582,0.5136719942092896,0.2580561935901642,1664000
1980-01-25,0.5117189884185791,0.5117189884185791,0.5039060115814209,0.25512388348579407,1843200
1980-01-28,0.5097659826278687,0.5195310115814209,0.5048829913139343,0.25903382897377014,3340800
1980-01-29,0.5175780057907104,0.5244140028953552,0.515625,0.2580561935901642,2201600
1980-01-30,0.515625,0.5253909826278687,0.5146480202674866,0.261966347694397,3238400
1980-01-31,0.5234379768371582,0.5263670086860657,0.5117189884185791,0.25854524970054626,2112000
1980-02-01,0.5146480202674866,0.5146480202674866,0.5058590173721313,0.2531685531139374,1676800
1980-02-04,0.5058590173721313,0.5058590173721313,0.49023398756980896,0.24632665514945984,2188800
1980-02-05,0.4921880066394806,0.5029299855232239,0.4921880066394806,0.24925875663757324,3456000
1980-02-06,0.5039060115814209,0.5195310115814209,0.5039060115814209,0.26001089811325073,2931200
1980-02-07,0.5195310115814209,0.5292969942092896,0.5185549855232239,0.264898419380188,4441600
1980-02-08,0.5292969942092896,0.546875,0.5292969942092896,0.27369603514671326,2240000
1980-02-11,0.546875,0.5488280057907104,0.5390629768371582,0.27271848917007446,2649600
1980-02-12,0.5449219942092896,0.546875,0.5410159826278687,0.27369603514671326,1305600
1980-02-13,0.5488280057907104,0.5605469942092896,0.5488280057907104,0.2780945599079132,1510400
1980-02-14,0.5546879768371582,0.5546879768371582,0.5429689884185791,0.27271848917007446,7526400
1980-02-15,0.5410159826278687,0.5410159826278687,0.5371090173721313,0.2702747583389282,921600
1980-02-19,0.5371090173721313,0.5371090173721313,0.5292969942092896,0.2668534815311432,1715200
1980-02-20,0.5332030057907104,0.5351560115814209,0.5273439884185791,0.26783087849617004,1036800
1980-02-21,0.5332030057907104,0.5332030057907104,0.5273439884185791,0.26392123103141785,4083200
1980-02-22,0.5273439884185791,0.53125,0.5234379768371582,0.26587602496147156,1369600
1980-02-25,0.53125,0.5332030057907104,0.5195310115814209,0.26001089811325073,2739200
1980-02-26,0.5097659826278687,0.5097659826278687,0.5,0.25512388348579407,2496000
1980-02-27,0.5097659826278687,0.5097659826278687,0.5,0.25023624300956726,422400
1980-02-28,0.5,0.5039060115814209,0.5,0.25023624300956726,1728000
1980-02-29,0.5,0.5097659826278687,0.5,0.2541464567184448,870400
1980-03-03,0.5078129768371582,0.5078129768371582,0.5039060115814209,0.2536575198173523,1574400
1980-03-04,0.5068359971046448,0.5068359971046448,0.5,0.2512137293815613,2048000
1980-03-05,0.5,0.5,0.4814450144767761,0.24241647124290466,4108800
1980-03-06,0.46875,0.46875,0.45507800579071045,0.23166416585445404,9382400
1980-03-07,0.46289101243019104,0.4726560115814209,0.4619140028953552,0.23557394742965698,2560000
1980-03-10,0.47070300579071045,0.4726560115814209,0.4453130066394806,0.23655137419700623,3456000
1980-03-11,0.4726560115814209,0.48632800579071045,0.47070300579071045,0.24095003306865692,2598400
1980-03-12,0.4814450144767761,0.48632800579071045,0.4765630066394806,0.23997259140014648,4787200
1980-03-13,0.4794920086860657,0.4794920086860657,0.47460898756980896,0.2375287562608719,2112000
1980-03-14,0.47460898756980896,0.4804689884185791,0.47070300579071045,0.23899517953395844,1331200
1980-03-17,0.4765630066394806,0.4765630066394806,0.45507800579071045,0.22775422036647797,1228800
1980-03-18,0.453125,0.453125,0.4492189884185791,0.22677673399448395,1971200
1980-03-19,0.453125,0.45507800579071045,0.4492189884185791,0.2248217910528183,2688000
1980-03-20,0.4492189884185791,0.45507800579071045,0.4462890028953552,0.22677673399448395,960000
1980-03-21,0.453125,0.453125,0.4492189884185791,0.22531042993068695,371200
1980-03-24,0.4501950144767761,0.4570310115814209,0.4501950144767761,0.22531042993068695,2124800
1980-03-25,0.45117199420928955,0.4570310115814209,0.45117199420928955,0.22775422036647797,2483200
1980-03-26,0.45507800579071045,0.47070300579071045,0.45507800579071045,0.22775422036647797,1126400
1980-03-27,0.453125,0.453125,0.4296880066394806,0.2160244733095169,4787200
1980-03-28,0.4375,0.4482420086860657,0.4375,0.2243327796459198,4608000
1980-03-31,0.453125,0.46875,0.453125,0.23264166712760925,1164800
1980-04-01,0.47070300579071045,0.4882810115814209,0.47070300579071045,0.24046161770820618,1331200
1980-04-02,0.4804689884185791,0.4882810115814209,0.47460898756980896,0.24241647124290466,3443200
1980-04-03,0.48242199420928955,0.48242199420928955,0.4716799855232239,0.23655137419700623,294400
1980-04-07,0.4726560115814209,0.4794920086860657,0.46875,0.2350854128599167,358400
1980-04-08,0.4697270095348358,0.47851601243019104,0.46289101243019104,0.23850677907466888,2009600
1980-04-09,0.4794920086860657,0.4873049855232239,0.4794920086860657,0.24241647124290466,460800
1980-04-10,0.49023398756980896,0.4970700144767761,0.49023398756980896,0.24534863233566284,857600
1980-04-11,0.4951170086860657,0.5,0.4951170086860657,0.24974721670150757,1139200
1980-04-14,0.4990229904651642,0.4990229904651642,0.4814450144767761,0.24437125027179718,819200
1980-04-15,0.4882810115814209,0.4921880066394806,0.48632800579071045,0.24534863233566284,230400
1980-04-16,0.49023398756980896,0.4990229904651642,0.49023398756980896,0.24534863233566284,3609600
1980-04-17,0.4892579913139343,0.4892579913139343,0.48242199420928955,0.24486014246940613,3865600
1980-04-18,0.4853520095348358,0.4853520095348358,0.4726560115814209,0.2375287562608719,588800
1980-04-21,0.47460898756980896,0.47460898756980896,0.4580079913139343,0.229220449924469,678400
1980-04-22,0.4648439884185791,0.4814450144767761,0.4648439884185791,0.24046161770820618,2777600
1980-04-23,0.4804689884185791,0.4814450144767761,0.4736329913139343,0.23850677907466888,3673600
1980-04-24,0.4736329913139343,0.4736329913139343,0.46679699420928955,0.23459650576114655,1139200
1980-04-25,0.46875,0.4755859971046448,0.4648439884185791,0.2375287562608719,499200
1980-04-28,0.47460898756980896,0.47851601243019104,0.46875,0.23459650576114655,3763200
1980-04-29,0.4726560115814209,0.4755859971046448,0.4726560115814209,0.2380177229642868,1049600
1980-04-30,0.4755859971046448,0.4755859971046448,0.47460898756980896,0.2380177229642868,230400
1980-05-01,0.47460898756980896,0.47460898756980896,0.4726560115814209,0.2375287562608719,230400
1980-05-02,0.47460898756980896,0.4755859971046448,0.46875,0.23655137419700623,550400
1980-05-05,0.4726560115814209,0.47460898756980896,0.47070300579071045,0.23606304824352264,294400
1980-05-06,0.4716799855232239,0.48242199420928955,0.47070300579071045,0.24046161770820618,2432000
1980-05-07,0.4804689884185791,0.48632800579071045,0.47460898756980896,0.24290525913238525,3059200
1980-05-08,0.4853520095348358,0.48632800579071045,0.4814450144767761,0.24095003306865692,1484800
1980-05-09,0.47851601243019104,0.47851601243019104,0.47460898756980896,0.23850677907466888,768000
1980-05-12,0.4755859971046448,0.4755859971046448,0.46875,0.23557394742965698,1817600
1980-05-13,0.4716799855232239,0.4755859971046448,0.4716799855232239,0.23655137419700623,1830400
1980-05-14,0.4765630066394806,0.48242199420928955,0.4765630066394806,0.23948420584201813,2611200
1980-05-15,0.4765630066394806,0.4765630066394806,0.47070300579071045,0.2375287562608719,601600
1980-05-16,0.47460898756980896,0.47460898756980896,0.4697270095348358,0.2350854128599167,1126400
1980-05-19,0.4697270095348358,0.4755859971046448,0.46875,0.2375287562608719,3609600
1980-05-20,0.4736329913139343,0.4736329913139343,0.4658200144767761,0.23459650576114655,691200
1980-05-21,0.46875,0.4726560115814209,0.4648439884185791,0.23313017189502716,896000
1980-05-22,0.46679699420928955,0.4716799855232239,0.46679699420928955,0.2350854128599167,908800
1980-05-23,0.4726560115814209,0.4765630066394806,0.4726560115814209,0.2375287562608719,3200000
1980-05-27,0.47460898756980896,0.47851601243019104,0.4736329913139343,0.23850677907466888,4057600
